page_number,company_name,email_count,emails,phones,websites,founded_year,employees,profile_url
36,Eco Loop BD,1,jashim.uddin.ahmed@gmail.com,01716239392,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,10-49,https://www.commonobjective.co/eco-loop-bd
36,shop PURL,1,purl.shoppurl@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2014,10-49,https://www.commonobjective.co/shop-purl
36,Fonte & Faria,1,goncalo.faria@fontefaria.com,,http://www.fontefaria.com; https://cdn.segment.com; https://www.google-analytics.com,1994,10-49,https://www.commonobjective.co/fonte-faria
36,Texcyle Enterprises Private Limited,1,info@texcyle.co,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2023,50-249,https://www.commonobjective.co/texcyle-enterprises-private-limited
36,WELL KNOWN TEXTILES MILLS,1,sivakt2000@yahoo.co.in,09995981859,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2021,10-49,https://www.commonobjective.co/well-known-textiles-mills
36,TEXTUM GLOBAL,1,ali@textumglobal.com,+8801707017098,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2022,5-9,https://www.commonobjective.co/textum-global
36,Freee Recycle Holding Limited,1,uk@freee-recycle.com,+447961871132,http://www.freee-recycle.com; https://www.google-analytics.com; https://www.google.com,2021,50-249,https://www.commonobjective.co/freee-recycle-holding-limited
36,FashionClinic by T,1,hello@tobycrispy.com,,www.tobycrispy.com; https://www.google-analytics.com; https://www.google.com,2016,,https://www.commonobjective.co/fashionclinic-by-t
36,Allure Exports Pvt Ltd,1,giselle@allurexports.com,+919821187864,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2008,10-49,https://www.commonobjective.co/allure-exports-pvt-ltd
36,Fairbrics,1,benoit.illy@fairbics.co,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2019,10-49,https://www.commonobjective.co/fairbrics
36,House of Attuendo,1,houseofattuendo@zoho.com,+919958898078,http://www.attuendo.com; www.google.com; https://www.googletagmanager.com,2009,50-249,https://www.commonobjective.co/house-of-attuendo-1
36,Ahimsa Eri Silk,1,ritika@ahimsaerisilk.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2016,,https://www.commonobjective.co/ahimsa-eri-silk-1
36,Pro Custom Packaging Ltd,1,hadi@procustompackaging.co.uk,01416280705,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,,5-9,https://www.commonobjective.co/pro-custom-packaging-ltd
36,Revive and Refresh Denim Co,1,sewstudiose12@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2023,,https://www.commonobjective.co/revive-and-refresh-denim-co
36,Bragiyomi,1,parul@bragiyomi.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2019,10-49,https://www.commonobjective.co/bragiyomi
36,Studio Tantu,1,kelly7skiada@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,1-4,https://www.commonobjective.co/studio-tantu
36,COTTON STUDIO,1,monowar213@gmail.com,+8801962400580,https://www.google-analytics.com; http://www.cottonstudio.co; www.cottonstudio.co,2020,10-49,https://www.commonobjective.co/cotton-studio
36,Alliance Exim,1,info@allianceeximindia.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2007,5-9,https://www.commonobjective.co/alliance-exim-1
36,Sew Valley,1,shailah@sewvalley.org,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,10-49,https://www.commonobjective.co/sew-valley
37,Em Rose Textiles,1,emrosetextiles@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,1-4,https://www.commonobjective.co/em-rose-textiles
37,Corplast SpA,1,michele.centioni@corplast.it,,https://www.google-analytics.com; https://www.google.com; http://www.corplast.it,1973,50-249,https://www.commonobjective.co/corplast-spa
37,VNPOLYFIBER,1,vnpolyfiber2017@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,10-49,https://www.commonobjective.co/vnpolyfiber
37,stickerprintingco,1,johnhunt3565@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1999,50-249,https://www.commonobjective.co/stickerprintingco
37,The Amora Atelier,1,info@amora-atelier.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2022,1-4,https://www.commonobjective.co/the-amora-atelier
37,Funny Bear - Kids Wear Manufacturer in India,1,priyahosiery22@gmail.cim,,http://www.funnybear.in; https://www.google-analytics.com; https://www.google.com,2019,10-49,https://www.commonobjective.co/funny-bear-kids-wear-manufacturer-in-india
37,Texcyle Enterprises Pvt Ltd,1,texcyle.co@gmail.com,+917982201014,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,5-9,https://www.commonobjective.co/texcyle-enterprises-pvt-ltd
37,Flocks & Herds Sustainable Designs,1,kelsea.zehr@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,1-4,https://www.commonobjective.co/flocks-herds-sustainable-designs
37,DISPARATE,1,angie@disparateshop.com,+57 3195628636,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,1-4,https://www.commonobjective.co/disparate
37,woven memories,1,georgina.nadal@gmail.com,,http://www.wovenmemories.co.uk; https://www.google-analytics.com; https://www.google.com,2022,1-4,https://www.commonobjective.co/woven-memories
37,Mousai Collection,1,anapeman@hotmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/mousai-collection
37,Sapro-Tech,1,andy@saprotech.co.nz,+64274960101,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2021,5-9,https://www.commonobjective.co/sapro-tech
37,Mama Mate Kids,1,mariyatasheva@hotmail.com,,https://www.google-analytics.com; http://Www.mamamatekids.com; https://www.google.com,2022,1-4,https://www.commonobjective.co/mama-mate-kids
37,Lauranna Artisan Modern Fashion,1,johana.quintgar@gmail.com,,www.laurannastore.com; https://www.google-analytics.com; https://www.google.com,2019,5-9,https://www.commonobjective.co/lauranna-artisan-modern-fashion
37,Zishan,1,zishan.zhuang@essec.edu,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2021,5-9,https://www.commonobjective.co/zishan
37,Bruna Garment Production,1,hello@brunagarmentproduction.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/bruna-garment-production
37,AK Style Crafts Limited,1,ikbal@akstylecraftsbd.com,+8801745475288,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2022,50-249,https://www.commonobjective.co/ak-style-crafts-limited
37,WorkerMan,1,martinjohn8586@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2022,10-49,https://www.commonobjective.co/workerman
37,Garments Craft,1,samir@garmentscraft.com,+8801862888582,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2010,10-49,https://www.commonobjective.co/garments-craft
37,Anderton Board & Packaging Ltd,1,robert.ward@andertonboard.co.uk,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1850,10-49,https://www.commonobjective.co/anderton-board-packaging-ltd
38,MYCOTEX,1,aniela@neffa.nl,,https://www.google-analytics.com; http://www.w3.org; http://www.mycotex.nl,2020,,https://www.commonobjective.co/mycotex
38,Dura Printing,1,georginacooke7@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,10-49,https://www.commonobjective.co/dura-printing-1
38,Wyndhurst Pty Ltd,1,jonathan@wyndhurst.com.au,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2016,1-4,https://www.commonobjective.co/wyndhurst-pty-ltd
38,The Mend Packaging,1,themendpackaging1@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,50-249,https://www.commonobjective.co/the-mend-packaging
38,Indiron Sourcing Ltd,1,ruhul@indironsourcing.co.uk,07448445738,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,5-9,https://www.commonobjective.co/indiron-sourcing-ltd
38,Ariadna Studio,1,maria@mrbravo.es,,http://ariadnastudio.es; https://www.google-analytics.com; https://www.google.com,,,https://www.commonobjective.co/ariadna-studio
38,MAS Innovation (Private) Limited,1,pecvd@masholdings.com,+94775618529,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2014,,https://www.commonobjective.co/mas-innovation-private-limited
38,Modern Synthesis,1,jen@mod-synth.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2019,10-49,https://www.commonobjective.co/modern-synthesis
38,Algaeing,1,office@alga-life.com,,www.algaeing.com; https://www.google-analytics.com; https://www.google.com,2016,10-49,https://www.commonobjective.co/algaeing
38,Exceptio LTD,1,gareth@exceptio.co.uk,,https://www.google-analytics.com; http://exceptio.co.uk; https://www.google.com,,10-49,https://www.commonobjective.co/exceptio-ltd
38,Bio-Fluff,1,ivana@bio-fluff.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,5-9,https://www.commonobjective.co/bio-fluff
38,Deven Supercriticals Pvt. Ltd.,1,baser@scfe.in,,https://cdn.segment.com; https://www.google-analytics.com; https://www.google.com,1998,10-49,https://www.commonobjective.co/deven-supercriticals-pvt-ltd
38,Matereal,1,jackie@matereal.co,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/matereal
38,Ioncell Oy,1,antti.ronkko@ioncell.fi,+358505184750,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/ioncell-oy
38,Refiberd,1,sarika@refiberd.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/refiberd
38,Mercedes Saravia,1,mercedessaravia.accesorios@gmail.com.ar,+549221155012630,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2009,1-4,https://www.commonobjective.co/mercedes-saravia-1
38,re-,1,contact@re-community.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/eighteen-dragonflies
38,Redivivum,1,sziilviia@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1850,1000+,https://www.commonobjective.co/redivivum
38,SKIN SERIES,1,info@skinseries.org,+447754091816,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/skin-series
38,Pambo Letu,1,pamboletu1@gmail.com,+254715668044,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2019,10-49,https://www.commonobjective.co/pambo-letu
39,Coblrshop,1,emily@coblrshop.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1850,1000+,https://www.commonobjective.co/coblrshop
39,Soni Designs,1,paulbabalola140@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,5-9,https://www.commonobjective.co/soni-designs
39,Stony Creek Colors,1,devon@stonycreekcolors.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2012,,https://www.commonobjective.co/stony-creek-colors
39,ECOFITEXT,1,ecofitextnaturalfiber@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/ecofitext
39,isifiso.,1,isifiso.clothing@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,,https://www.commonobjective.co/isifiso
39,"Protein Evolution, Inc.",1,clynn@pei.bio,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/protein-evolution-inc
39,Matoha Instrumentation Ltd.,1,martin@matoha.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1850,1000+,https://www.commonobjective.co/matoha-instrumentation-ltd
39,Clothing Manufacturer SDF,1,info@sdfltd.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1998,1000+,https://www.commonobjective.co/clothing-manufacturer-sdf
39,Myshirt Lda,1,gil@myshirt.pt,+351253099500,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2015,10-49,https://www.commonobjective.co/myshirt-lda
39,sackito,1,maria@sackito.co.uk,,https://www.google-analytics.com; https://www.google.com; http://www.sackito.co.uk,2020,1-4,https://www.commonobjective.co/sackito-1
39,Jackets Play Online Shopping Web Store,1,wesleysnipes635@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2010,50-249,https://www.commonobjective.co/jackets-play-online-shopping-web-store
39,ZETWERK MANUFACTURING BUSINESSES PRIVATE LIMITED,1,pramodkumar.n@zetwerk.in,,http://www.zetwerk.com; https://www.google-analytics.com; https://www.google.com,2016,1000+,https://www.commonobjective.co/zetwerk-manufacturing-businesses-private-limited
39,Sonas Mór Jewellery,1,etphonehome@doctors.org.uk,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,1-4,https://www.commonobjective.co/sonas-mor-jewellery
